date,temperature_max,temperature_min,precipitation,snowfall
1939-10-07,78.08000000000001,62.96,,
1939-10-08,71.06,57.019999999999996,,
1939-10-09,80.96000000000001,62.96,,
1939-10-10,87.98,64.03999999999999,,
1939-10-11,75.92,,,
1939-10-12,,53.96,,
1939-10-13,64.94,53.06,,
1939-10-14,62.96,46.04,,
1939-10-15,57.019999999999996,39.019999999999996,,
1939-10-16,62.06,42.08,,
1939-10-17,59.0,39.019999999999996,,
1939-10-18,51.08,35.06,,
1939-10-19,69.08000000000001,44.96,,
1939-10-20,73.94,55.94,,
1939-10-21,69.98,55.94,,
1939-10-22,66.92,51.08,,
1939-10-23,53.06,42.08,,
1939-10-24,51.980000000000004,39.019999999999996,,
1939-10-25,55.040000000000006,41.0,,
1939-10-26,69.08000000000001,53.96,,
1939-10-27,69.08000000000001,55.94,,
1939-10-28,68.0,41.0,,
1939-10-29,48.019999999999996,37.04,,
1939-10-30,55.040000000000006,42.08,,
1939-10-31,50.0,46.04,,
1939-11-01,51.980000000000004,41.0,,
1939-11-02,55.94,44.96,,
1939-11-03,48.019999999999996,39.019999999999996,,
1939-11-04,46.94,33.98,,
1939-11-05,46.94,39.92,,
1939-11-06,46.94,39.92,,
1939-11-07,53.06,41.0,,
1939-11-08,57.019999999999996,42.980000000000004,,
1939-11-09,42.08,35.06,,
1939-11-10,60.980000000000004,35.06,,
1939-11-11,55.94,39.019999999999996,,
1939-11-12,48.019999999999996,35.06,,
1939-11-13,42.08,30.92,,
1939-11-14,39.92,28.94,,
1939-11-15,51.08,32.0,,
1939-11-16,66.02,39.92,,
1939-11-17,57.92,44.96,,
1939-11-18,66.92,42.08,,
1939-11-19,55.040000000000006,39.019999999999996,,
1939-11-20,39.019999999999996,30.02,,
1939-11-21,37.04,35.06,,
1939-11-22,44.06,37.04,,
1939-11-23,46.04,35.06,,
1939-11-24,42.08,33.08,,
1939-11-25,37.04,32.0,,
1939-11-26,44.06,30.92,,
1939-11-27,50.0,37.04,,
1939-11-28,50.0,35.96,,
1939-11-29,51.08,35.96,,
1939-11-30,55.040000000000006,42.980000000000004,,
1939-12-01,48.92,35.96,,
1939-12-02,53.96,46.94,,
1939-12-03,50.0,44.06,,
1939-12-04,44.96,39.019999999999996,,
1939-12-05,42.08,37.94,,
1939-12-06,41.0,39.019999999999996,,
1939-12-07,51.08,35.06,,
1939-12-08,44.96,32.0,,
1939-12-09,46.04,30.92,,
1939-12-10,60.08,42.980000000000004,,
1939-12-11,48.92,23.0,,
1939-12-12,35.96,21.02,,
1939-12-13,44.06,30.02,,
1939-12-14,39.92,24.98,,
1939-12-15,37.94,24.98,,
1939-12-16,44.06,33.98,,
1939-12-17,55.040000000000006,37.04,,
1939-12-18,48.92,41.0,,
1939-12-19,42.980000000000004,37.04,,
1939-12-20,51.980000000000004,41.0,,
1939-12-21,41.0,32.0,,
1939-12-22,33.98,28.94,,
1939-12-23,35.96,24.08,,
1939-12-24,28.04,19.04,,
1939-12-25,37.94,24.98,,
1939-12-26,30.92,21.02,,
1939-12-27,19.939999999999998,12.920000000000002,,
1939-12-28,32.0,14.0,,
1939-12-29,37.04,26.060000000000002,,
1939-12-30,35.06,28.04,,
1939-12-31,33.08,19.04,,
1940-01-01,24.08,15.98,0.0,0.0
1940-01-02,28.04,15.079999999999998,0.0,0.0
1940-01-03,32.0,17.06,0.0,0.0
1940-01-04,30.92,19.939999999999998,0.0,0.0
1940-01-05,28.04,17.06,,
1940-01-06,28.94,15.079999999999998,,
1940-01-07,24.98,12.920000000000002,0.0,0.0
1940-01-08,24.98,19.939999999999998,0.07874015748031496,1.299212598425197
1940-01-09,28.04,19.939999999999998,,
1940-01-10,32.0,19.04,0.0,0.0
1940-01-11,32.0,19.939999999999998,,
1940-01-12,33.98,32.0,0.16929133858267717,1.1023622047244095
1940-01-13,37.04,33.98,0.011811023622047244,0.0
1940-01-14,53.06,33.98,2.0393700787401574,0.0
1940-01-15,51.980000000000004,33.98,0.07086614173228346,0.0
1940-01-16,33.98,,0.0,0.0
1940-01-17,,12.02,,
1940-01-18,24.08,14.0,,
1940-01-19,21.92,12.02,0.07086614173228346,1.4960629921259843
1940-01-20,19.04,10.04,0.0,0.0
1940-01-21,28.94,14.0,0.0,0.0
1940-01-22,32.0,19.04,0.0,0.0
1940-01-23,28.04,19.939999999999998,0.0,0.0
1940-01-24,28.94,23.0,0.0,0.0
1940-01-25,30.02,21.92,0.0,0.0
1940-01-26,26.96,15.079999999999998,0.0,0.0
1940-01-27,23.0,14.0,0.0,0.0
1940-01-28,24.98,17.06,0.0,0.0
1940-01-29,32.0,21.02,0.0,0.0
1940-01-30,33.98,21.92,0.0,0.0
1940-01-31,35.06,17.96,0.0,0.0
1940-02-01,35.96,23.0,0.0,0.0
1940-02-02,32.0,15.98,0.05118110236220473,0.5905511811023623
1940-02-03,37.04,15.079999999999998,0.0,0.0
1940-02-04,35.06,28.04,0.0,0.0
1940-02-05,35.96,30.92,0.0,0.0
1940-02-06,42.980000000000004,26.96,0.11023622047244094,0.0
1940-02-07,46.04,37.94,0.0,0.0
1940-02-08,42.08,33.08,0.0,0.0
1940-02-09,42.08,32.0,,0.0
1940-02-10,33.98,32.0,0.3700787401574803,0.0
1940-02-11,42.980000000000004,33.08,0.12992125984251968,0.0
1940-02-12,51.08,37.94,0.0,0.0
1940-02-13,48.019999999999996,32.0,0.011811023622047244,
1940-02-14,32.0,21.92,1.0,6.417322834645669
1940-02-15,32.0,21.92,0.011811023622047244,
1940-02-16,35.96,21.02,0.0,0.0
1940-02-17,42.08,24.98,0.0,0.0
1940-02-18,35.96,33.08,0.0,0.0
1940-02-19,35.96,32.0,0.6811023622047244,
1940-02-20,37.04,30.92,0.1811023622047244,0.0
1940-02-21,37.04,21.92,,
1940-02-22,37.94,19.939999999999998,0.0,0.0
1940-02-23,37.04,26.96,0.0,0.0
1940-02-24,37.94,26.96,0.0,0.0
1940-02-25,39.92,21.92,,0.0
1940-02-26,24.98,15.98,0.0,0.0
1940-02-27,26.96,14.0,0.16141732283464566,1.299212598425197
1940-02-28,35.06,24.98,0.011811023622047244,
1940-02-29,37.94,23.0,0.0,0.0
1940-03-01,35.06,30.02,,
1940-03-02,33.98,26.060000000000002,0.0,0.0
1940-03-03,35.06,32.0,0.9212598425196851,
1940-03-04,33.98,30.02,1.2913385826771653,0.0
1940-03-05,37.94,33.08,0.0,0.0
1940-03-06,39.92,32.0,0.0,0.0
1940-03-07,37.04,30.92,0.0,0.0
1940-03-08,37.94,30.92,0.0,0.0
1940-03-09,41.0,28.94,0.0,0.0
1940-03-10,33.98,21.92,0.0,0.0
1940-03-11,30.02,17.06,0.0,0.0
